nome_agente_financeiro;cnpj_cpf_cliente_mascarado;nome_cliente;porte_cliente;valor_credito;valor_garantido;valor_desembolsado;data_solicitacao_outorga;municipio_investimento;uf_investimento;municipio_sede_cliente;uf_sede_cliente;outlier_credito
BRADESCO;**.*79.352/0001-**;MORADA DAS ESTRELAS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA.;Pequena;124792.01;99833,61;120000,0;2025-07-01;BARUERI;SP;BARUERI;SP;False
BRADESCO;**.*96.746/0001-**;FORTSAUDE COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;GRACA;CE;GRACA;CE;False
BRADESCO;**.*75.323/0001-**;FLAVIO COMERCIO DE PORTOES LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-01;JANDIRA;SP;JANDIRA;SP;False
BRADESCO;**.*19.371/0001-**;CICERA MARIA DANTAS ALBUQUERQUE;Pequena;135191.35;108153,08;130000,0;2025-07-01;ITACAJA;TO;ITACAJA;TO;False
BRADESCO;**.*15.870/0001-**;GRAO DE MINAS REPRESENTACOES LTDA;Pequena;329489.29;263591,43;320000,0;2025-07-01;LAVRAS;MG;LAVRAS;MG;False
BRADESCO;**.*19.085/0001-**;TOFANIN E MICHELAZZO MANIPULACAO DE MEDICAMENTOS LTDA-ME;Pequena;31198.0;24958,4;30000,0;2025-07-01;SAO JOSE DO RIO PARDO;SP;SAO JOSE DO RIO PARDO;SP;False
BRADESCO;**.*98.535/0001-**;ROBSON SILVA BARBOSA JUNIOR;Pequena;395174.71;316139,77;380000,0;2025-07-01;CURVELO;MG;CURVELO;MG;False
BRADESCO;**.*12.446/0001-**;CABRAL LOCACOES & EVENTOS - EIRELI - ME;Pequena;57196.34;45757,07;55000,0;2025-07-01;NIQUELANDIA;GO;NIQUELANDIA;GO;False
BRADESCO;**.*15.191/0001-**;CONAI - ONCOLOGIA S/S;Pequena;187032.42;149625,94;180000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*41.403/0001-**;ITALO VANDERLON DE OLIVIERA SILVA - ME;Pequena;105042.02;84033,62;100000,0;2025-07-01;ALTOS;PI;ALTOS;PI;False
BRADESCO;**.*38.176/0001-**;CASA DE BATERIAS PAULISTA LTDA;Pequena;378151.26;302521,01;360000,0;2025-07-01;MAUA;SP;MAUA;SP;False
BRADESCO;**.*30.695/0001-**;DJ SOLUCAO EMPRESARIAL LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-01;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*98.639/0001-**;F C REIS;Pequena;168230.02;134584,02;165000,0;2025-07-01;MANAQUIRI;AM;MANAQUIRI;AM;False
BRADESCO;**.*40.527/0001-**;RUMOS - INDUSTRIA, COMERCIO E SERVICOS LTDA.;Pequena;90609.56;72487,65;88000,0;2025-07-01;MARACANAU;CE;MARACANAU;CE;False
BRADESCO;**.*65.987/0001-**;RAVEN MANUTENCOES DE SEMI-REBOQUES LTDA;Pequena;105042.02;84033,62;100000,0;2025-07-01;MARINGA;PR;MARINGA;PR;False
BRADESCO;**.*04.998/0001-**;AMO SAUDE LTDA.;Pequena;314861.46;251889,17;300000,0;2025-07-15;ABRE CAMPO;MG;ABRE CAMPO;MG;False
BRADESCO;**.*08.506/0001-**;R F CARVALHO SOUSA LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-01;TERESINA;PI;TERESINA;PI;False
BRADESCO;**.*47.485/0001-**;VALERIA BORGES FARMACEUTICA LTDA;Pequena;82372.32;65897,86;80000,0;2025-07-01;HELIOPOLIS;BA;HELIOPOLIS;BA;False
BRADESCO;**.*61.270/0001-**;CMF COMERCIO DE MINERAIS FERROSOS LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-15;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*66.581/0001-**;EVOLOY TRANSPORTE E LOGISTICA LTDA;Pequena;102965.4;82372,32;100000,0;2025-07-01;SUMARE;SP;SUMARE;SP;False
BRADESCO;**.*34.477/0001-**;VAGNER DOS SANTOS LIMA - ME;Pequena;124792.01;99833,61;120000,0;2025-07-01;BARBOSA;SP;BARBOSA;SP;False
BRADESCO;**.*32.067/0001-**;LABORATORIO MAX SERVICOS DE ANALISES CLINICAS LTDA;Pequena;62396.01;49916,81;60000,0;2025-07-01;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*84.855/0001-**;SNET TELECOM LTDA;Pequena;467970.05;374376,04;450000,0;2025-07-01;ABAETETUBA;PA;ABAETETUBA;PA;False
BRADESCO;**.*00.123/0001-**;ESPACO VIKA LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-01;ARMACAO DOS BUZIOS;RJ;ARMACAO DOS BUZIOS;RJ;False
BRADESCO;**.*61.841/0001-**;WM & TA TRANSPORTES DE CARGAS LTDA;Pequena;158772.65;127018,12;154200,0;2025-07-15;TORRINHA;SP;TORRINHA;SP;False
BRADESCO;**.*83.061/0001-**;SAMPAIO GEREMIA COMERCIO DE PECAS AUTOMOTIVAS LTDA;Pequena;308896.21;247116,97;300000,0;2025-07-04;VILHENA;RO;VILHENA;RO;False
BRADESCO;**.*59.597/0001-**;ALBERTO RIBEIRO COUTINHO;Pequena;107269.13;85815,3;103150,0;2025-07-01;JOAO PESSOA;PB;JOAO PESSOA;PB;False
BRADESCO;**.*09.378/0001-**;AUTOVERSATIL CLUBE DE BENEFICIOS MUTUOS;Pequena;257413.51;205930,81;250000,0;2025-07-15;NOVA IGUACU;RJ;NOVA IGUACU;RJ;False
BRADESCO;**.*60.149/0001-**;DOG BATH LTDA;Pequena;327579.03;262063,22;315000,0;2025-07-01;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*52.364/0001-**;MBF BANANAS LTDA;Pequena;294117.65;235294,12;280000,0;2025-07-15;ITARIRI;SP;ITARIRI;SP;False
BRADESCO;**.*33.579/0001-**;A3 CONSTRUCOES E PRE MOLDADOS LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-01;VIANA;MA;VIANA;MA;False
BRADESCO;**.*92.882/0001-**;RATUCUM TORNEADORA LTDA;Pequena;117380.56;93904,45;114000,0;2025-07-15;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*17.705/0001-**;SIM SOLUCAO INOVADORA DE MANUTENCAO LTDA;Pequena;348377.7;278702,16;335000,0;2025-07-15;CAMACARI;BA;CAMACARI;BA;False
BRADESCO;**.*37.696/0001-**;D F DA SILVA LOCADORA DE VEICULOS LTDA;Pequena;140391.01;112312,81;135000,0;2025-07-15;JACAREI;SP;JACAREI;SP;False
BRADESCO;**.*44.824/0001-**;S S SERVICOS DE ILUMINACOES LTDA;Pequena;223585.69;178868,55;215000,0;2025-07-15;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*09.865/0001-**;THOMAS MAGNO DOS SANTOS MENEZES;Pequena;259983.36;207986,69;250000,0;2025-07-15;PEDREIRA;SP;PEDREIRA;SP;False
BRADESCO;**.*90.230/0001-**;A A DA SILVA FOTOGRAFIAS;Pequena;51996.67;41597,34;50000,0;2025-07-15;TERESINA;PI;TERESINA;PI;False
BRADESCO;**.*58.935/0001-**;MATHEUS ALONSO PEREIRA DA SILVA ME;Pequena;259983.36;207986,69;250000,0;2025-07-15;SERRA DO SALITRE;MG;SERRA DO SALITRE;MG;False
BRADESCO;**.*94.426/0001-**;G. C. GOMES DANTAS LTDA;Pequena;311980.03;249584,02;300000,0;2025-07-15;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*61.118/0001-**;AGREGA RECICLAVEIS E TRANSPORTE DE RESIDUOS LTDA;Pequena;178571.43;142857,14;170000,0;2025-07-15;TRINDADE;GO;TRINDADE;GO;False
BRADESCO;**.*75.804/0001-**;Z&S MANUTENCAO INDUSTRIAL LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-15;GUATAMBU;SC;GUATAMBU;SC;False
BRADESCO;**.*35.036/0001-**;R D SOARES TRANSPORTES LTDA;Pequena;72795.34;58236,27;70000,0;2025-07-15;BARRA DO GARCAS;MT;BARRA DO GARCAS;MT;False
BRADESCO;**.*88.773/0001-**;PHD COMERCIAL DE PRODUTOS LTDA;Pequena;75395.17;60316,14;72500,0;2025-07-15;CIANORTE;PR;CIANORTE;PR;False
BRADESCO;**.*80.338/0001-**;ESPADA LAJES TAMOYO COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;Pequena;363976.71;291181,37;350000,0;2025-07-15;LINS;SP;LINS;SP;False
BRADESCO;**.*46.377/0001-**;MANOEL RODRIGUES DE MELO NETO;Pequena;315126.05;252100,84;300000,0;2025-07-15;NOVA ODESSA;SP;NOVA ODESSA;SP;False
BRADESCO;**.*60.358/0001-**;TRV TRANSPORTES LTDA;Pequena;168067.23;134453,78;160000,0;2025-07-15;CAMPO GRANDE;MS;CAMPO GRANDE;MS;False
BRADESCO;**.*01.551/0001-**;D DE S MACEDO ASSESSORIA IMOBILIARIA;Pequena;83194.68;66555,74;80000,0;2025-07-15;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*40.528/0001-**;RECYCLE - COMERCIO DE SUCATAS PLASTICAS E TRANSPORTES LTDA - ME;Pequena;205930.81;164744,65;200000,0;2025-07-15;GUAIMBE;SP;GUAIMBE;SP;False
BRADESCO;**.*47.651/0001-**;ELIZEU CRUZ SILVA;Pequena;227941.18;182352,94;217000,0;2025-07-15;BURITI DO TOCANTINS;TO;BURITI DO TOCANTINS;TO;False
BRADESCO;**.*65.082/0001-**;R. FRANCISCO - TRANSPORTADORA - ME;Pequena;157563.03;126050,42;150000,0;2025-07-15;JACAREZINHO;PR;JACAREZINHO;PR;False
BRADESCO;**.*50.365/0001-**;JOSUE S OLIVEIRA LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-15;SENADOR ALEXANDRE COSTA;MA;SENADOR ALEXANDRE COSTA;MA;False
BRADESCO;**.*86.267/0001-**;OLIVEIRA MATERIAL DE CONSTRUCAO EIRELI - ME;Pequena;192907.65;154326,12;185500,0;2025-07-15;JANUARIA;MG;JANUARIA;MG;False
BRADESCO;**.*81.625/0001-**;EX CONSULTORIA INTELIGENCIA EM TRIBUTOS LTDA;Pequena;226523.89;181219,11;220000,0;2025-07-15;BALNEARIO CAMBORIU;SC;BALNEARIO CAMBORIU;SC;False
BRADESCO;**.*27.847/0001-**;ADRIANO RODRIGUES LEITE;Pequena;341386.55;273109,24;325000,0;2025-07-15;SALTO;SP;SALTO;SP;False
BRADESCO;**.*95.887/0001-**;MDV COMERCIAL LTDA;Pequena;102965.4;82372,32;100000,0;2025-07-15;MANOEL URBANO;AC;MANOEL URBANO;AC;False
BRADESCO;**.*51.401/0001-**;FLESCH - ASSESSORIA EM COMERCIO EXTERIOR LTDA;Pequena;63025.21;50420,17;60000,0;2025-07-15;SANTA CRUZ DO SUL;RS;SANTA CRUZ DO SUL;RS;False
BRADESCO;**.*81.912/0001-**;FILIPE AUGUSTO ALVES AMARAL;Pequena;105042.02;84033,62;100000,0;2025-07-15;SETE LAGOAS;MG;SETE LAGOAS;MG;False
BRADESCO;**.*20.436/0001-**;LUCIENE MARCELO DOS SANTOS LTDA;Pequena;152936.38;122349,1;150000,0;2025-07-15;BARRA DO BUGRES;MT;BARRA DO BUGRES;MT;False
BRADESCO;**.*10.340/0001-**;FERRAGISTA LUZ FORTE COMERCIO LTDA;Pequena;294117.65;235294,12;280000,0;2025-07-15;UBERLANDIA;MG;UBERLANDIA;MG;False
BRADESCO;**.*69.584/0001-**;JRA REPRESENTACAO COMERCIAL DE G. AL LTDA;Pequena;105042.02;84033,62;100000,0;2025-07-15;CARUARU;PE;CARUARU;PE;False
BRADESCO;**.*72.594/0001-**;MAGDA P.PELIZZA MADEIRAS;Pequena;315126.05;252100,84;300000,0;2025-07-15;CANDOI;PR;CANDOI;PR;False
BRADESCO;**.*25.890/0001-**;TECELAGEM NOVA GERACAO LTDA;Pequena;218386.02;174708,82;210000,0;2025-07-15;BOTUVERA;SC;BOTUVERA;SC;False
BRADESCO;**.*82.150/0001-**;DILMAR MARTINS DO AMARAL - ME;Pequena;262605.04;210084,03;250000,0;2025-07-15;PANAMBI;RS;PANAMBI;RS;False
BRADESCO;**.*01.263/0001-**;CAEC COMERCIO E SERVICOS EM EQUIPAMENTOS HOSPITALAR LTDA;Pequena;123558.48;98846,78;120000,0;2025-07-15;EUSEBIO;CE;EUSEBIO;CE;False
BRADESCO;**.*64.634/0001-**;J ERNESTO RAMOS - ME;Pequena;155990.02;124792,02;150000,0;2025-07-15;TERESINA;PI;TERESINA;PI;False
BRADESCO;**.*78.824/0001-**;LARREFORMAS & CONSTRUCOES SERVICOS DE MANUTENCAO PREDIAL LTDA;Pequena;337978.37;270382,7;325000,0;2025-07-15;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*06.040/0001-**;CR PNEUS REMOLD LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;SERRA;ES;SERRA;ES;False
BRADESCO;**.*14.720/0001-**;RENATO MARTINS COMERCIO LTDA;Pequena;420168.07;336134,46;400000,0;2025-07-15;ESPERANTINOPOLIS;MA;ESPERANTINOPOLIS;MA;False
BRADESCO;**.*78.738/0001-**;A.C.M. EMPREENDIMENTOS E SERVICOS LTDA;Pequena;61779.24;49423,39;60000,0;2025-07-15;CAMPOS DOS GOYTACAZES;RJ;CAMPOS DOS GOYTACAZES;RJ;False
BRADESCO;**.*63.050/0001-**;EDSON SOUZA DE OLIVEIRA TRANSPORTES;Pequena;155990.02;124792,02;150000,0;2025-07-15;SAO JORGE DO IVAI;PR;SAO JORGE DO IVAI;PR;False
BRADESCO;**.*85.618/0001-**;JONAS MODAS LTDA;Pequena;278361.34;222689,07;265000,0;2025-07-15;GUAIBA;RS;GUAIBA;RS;False
BRADESCO;**.*19.761/0002-**;J Y COMERCIO DE ALIMENTOS LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;MARACANAU;CE;MARACANAU;CE;False
BRADESCO;**.*61.714/0001-**;QUALYSTONE LTDA;Pequena;210084.03;168067,22;200000,0;2025-07-15;NOVA VENECIA;ES;NOVA VENECIA;ES;False
BRADESCO;**.*00.542/0001-**;IMPERIO MADEIRAS E REPRESENTACOES LTDA;Pequena;259983.36;207986,69;250000,0;2025-07-15;IMBITUVA;PR;IMBITUVA;PR;False
BRADESCO;**.*63.248/0001-**;CHURRASCARIA E MERCEARIA TATU LTDA;Pequena;216911.76;173529,41;206500,0;2025-07-15;PORTO NACIONAL;TO;PORTO NACIONAL;TO;False
BRADESCO;**.*94.664/0001-**;ALLINOXX COMERCIO DE INOX E METAIS LTDA;Pequena;97817.13;78253,7;95000,0;2025-07-15;DIADEMA;SP;DIADEMA;SP;False
BRADESCO;**.*15.875/0001-**;GALEGO COLCHOES LTDA;Pequena;152936.38;122349,1;150000,0;2025-07-15;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*17.204/0001-**;SOUTO TRANSPORTE LTDA;Pequena;228785.36;183028,29;220000,0;2025-07-15;BETIM;MG;BETIM;MG;False
BRADESCO;**.*66.512/0001-**;JOSIANE E LENIRA ALIMENTOS LTDA - ME;Pequena;122349.1;97879,28;120000,0;2025-07-15;RECIFE;PE;RECIFE;PE;False
BRADESCO;**.*55.298/0001-**;LUIZ CARLOS XAVIER DA SILVA BORRACHARIA;Pequena;154448.11;123558,49;150000,0;2025-07-15;VARGEM GRANDE PAULISTA;SP;VARGEM GRANDE PAULISTA;SP;False
BRADESCO;**.*26.521/0001-**;2DG SERVICOS E SOLUCOES EM CONSTRUCOES LTDA;Pequena;103993.34;83194,67;100000,0;2025-07-15;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*32.703/0001-**;MARIAS SERVICOS E LOCACOES LTDA;Pequena;162815.13;130252,1;155000,0;2025-07-15;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*06.982/0001-**;ARTHUR QUEIROGA MORENO;Pequena;155990.02;124792,02;150000,0;2025-07-15;SOUSA;PB;SOUSA;PB;False
BRADESCO;**.*64.143/0001-**;CLIMETI - CLINICA DE ATENDIMENTO MEDICO E PSICOLOGICO DO TRANSITO DE I;Pequena;32626.43;26101,14;32000,0;2025-07-15;ITABUNA;BA;ITABUNA;BA;False
BRADESCO;**.*19.113/0001-**;ADM AGRO HORTIFRUTI LTDA;Pequena;205930.81;164744,65;200000,0;2025-07-15;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*44.705/0001-**;INOVEI DISTRIBUIDORA DE MATERIAIS DE LIMPEZA LTDA;Pequena;166389.35;133111,48;160000,0;2025-07-15;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*49.900/0001-**;MIGUEL BARRETO NETO;Pequena;343178.04;274542,43;330000,0;2025-07-15;SAO JOSE DE MIPIBU;RN;SAO JOSE DE MIPIBU;RN;False
BRADESCO;**.*85.994/0001-**;CENTERSEG EQUIPAMENTOS DE SEGURANCA E FERRAMENTAS LTDA ME;Pequena;157430.73;125944,58;150000,0;2025-07-15;VOLTA REDONDA;RJ;VOLTA REDONDA;RJ;False
BRADESCO;**.*22.746/0001-**;SILVA CRUZ TRANSPORTES LTDA;Pequena;363976.71;291181,37;350000,0;2025-07-15;CAXIAS DO SUL;RS;CAXIAS DO SUL;RS;False
BRADESCO;**.*23.816/0001-**;ORELI COMPANY LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-15;CORBELIA;PR;CORBELIA;PR;False
BRADESCO;**.*88.650/0001-**;OLIVEIRA COMERCIO DE VARIEDADES LTDA;Pequena;30587.28;24469,82;30000,0;2025-07-15;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*69.672/0001-**;F VASCONCELOS SERVICOS LTDA;Pequena;47268.91;37815,13;45000,0;2025-07-15;CANINDE;CE;CANINDE;CE;False
BRADESCO;**.*36.979/0001-**;E & J COMERCIO LTDA;Pequena;135191.35;108153,08;130000,0;2025-07-15;ESTREITO;MA;ESTREITO;MA;False
BRADESCO;**.*42.092/0001-**;M. M. COMERCIO E SERVICOS LTDA;Pequena;51996.67;41597,34;50000,0;2025-07-15;PORTO VELHO;RO;PORTO VELHO;RO;False
BRADESCO;**.*82.243/0001-**;REISTEEL COMERCIO DE ACO LTDA;Pequena;415973.38;332778,7;400000,0;2025-07-15;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*16.955/0001-**;BRITO NUNES OLIVEIRA MEDICINA LTDA;Pequena;205930.81;164744,65;200000,0;2025-07-15;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA;BA;False
BRADESCO;**.*31.934/0001-**;L M CUTRIM DROGARIA;Pequena;101957.59;81566,07;100000,0;2025-07-15;MATINHA;MA;MATINHA;MA;False
BRADESCO;**.*52.771/0001-**;FG NUNES TRANSPORTES LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;SARANDI;PR;SARANDI;PR;False
BRADESCO;**.*80.756/0001-**;AUTO POSTO MACUCO LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-15;BUERAREMA;BA;BUERAREMA;BA;False
BRADESCO;**.*03.867/0001-**;DDR SERVICOS DE CAMERAS DE SEGURANCA LTDA;Pequena;72075.78;57660,62;70000,0;2025-07-15;CAMPINAS;SP;CAMPINAS;SP;False
BRADESCO;**.*74.216/0001-**;S.R. CORDEIRO COMERCIAL;Pequena;288303.13;230642,5;280000,0;2025-07-15;CURITIBA;PR;CURITIBA;PR;False
BRADESCO;**.*34.107/0001-**;CONCRETOMT LTDA;Pequena;493968.39;395174,71;475000,0;2025-07-15;NOVA MUTUM;MT;NOVA MUTUM;MT;False
BRADESCO;**.*50.672/0001-**;TRANSPORTADORA GLORIA A DEUS LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;TELEMACO BORBA;PR;TELEMACO BORBA;PR;False
BRADESCO;**.*67.668/0001-**;CENTRO TRANSPORTES LTDA;Pequena;178571.43;142857,14;170000,0;2025-07-15;SAO SEPE;RS;SAO SEPE;RS;False
BRADESCO;**.*21.043/0001-**;REI DAS TRUFAS DO VALE LTDA.;Pequena;203915.17;163132,14;200000,0;2025-07-15;SAO JOSE DOS CAMPOS;SP;SAO JOSE DOS CAMPOS;SP;False
BRADESCO;**.*08.016/0001-**;MIGUEL BEZERRA DUARTE E CIA LTDA;Pequena;319192.75;255354,2;310000,0;2025-07-15;SAO DOMINGOS DO ARAGUAIA;PA;SAO DOMINGOS DO ARAGUAIA;PA;False
BRADESCO;**.*78.946/0001-**;AGROPECUARIA CANASSA LTDA;Pequena;415973.38;332778,7;400000,0;2025-07-15;GUAPE;MG;GUAPE;MG;False
BRADESCO;**.*81.918/0001-**;MADEIREIRA LIMA LTDA;Pequena;128951.75;103161,4;124000,0;2025-07-15;SANTA CRUZ DO RIO PARDO;SP;SANTA CRUZ DO RIO PARDO;SP;False
BRADESCO;**.*26.653/0001-**;EMERSON FABIO ESTIPE TRANSPORTES;Pequena;105042.02;84033,62;100000,0;2025-07-15;UNIAO DA VITORIA;PR;UNIAO DA VITORIA;PR;False
BRADESCO;**.*92.227/0001-**;CINTRA TRANSPORTES RODOVIARIOS LTDA;Pequena;168067.23;134453,78;160000,0;2025-07-15;SAO LOURENCO DA SERRA;SP;SAO LOURENCO DA SERRA;SP;False
BRADESCO;**.*68.701/0001-**;J SOBRINHO DA SILVA;Pequena;109193.01;87354,41;105000,0;2025-07-15;ACARAU;CE;ACARAU;CE;False
BRADESCO;**.*86.506/0001-**;DIEGO AUGUSTO RODRIGUES BEZERRA;Pequena;105042.02;84033,62;100000,0;2025-07-15;HIDROLANDIA;CE;HIDROLANDIA;CE;False
BRADESCO;**.*60.565/0001-**;ISG INSTITUTO DE SAUDE DE GUARAPUAVA EIRELI;Pequena;105042.02;84033,62;100000,0;2025-07-15;GUARAPUAVA;PR;GUARAPUAVA;PR;False
BRADESCO;**.*58.796/0001-**;REMI LANZARIN;Pequena;218386.02;174708,82;210000,0;2025-07-15;VITORINO;PR;VITORINO;PR;False
BRADESCO;**.*48.745/0001-**;JC STORE LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;PARNAMIRIM;RN;PARNAMIRIM;RN;False
BRADESCO;**.*04.197/0001-**;GJM DISTRIBUICAO E REPRESENTACAO DE MADEIRAS LTDA;Pequena;257413.51;205930,81;250000,0;2025-07-15;SANTO ANDRE;SP;SANTO ANDRE;SP;False
BRADESCO;**.*18.634/0001-**;F.J.S.DISTRIBUIDORA DE ACAI LTDA;Micro;77224.05;61779,24;75000,0;2025-07-15;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*43.288/0002-**;CENTRO DE FORMACAO DE CONDUTORES LIDER LTDA;Pequena;140391.01;112312,81;135000,0;2025-07-15;TAUA;CE;TAUA;CE;False
BRADESCO;**.*40.971/0001-**;DCL CONSULTORIA E ASSSESSORIA LTDA;Pequena;218386.02;174708,82;210000,0;2025-07-15;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*69.413/0001-**;FONTE DA PRATA SERVICOS LTDA;Pequena;498949.58;399159,66;475000,0;2025-07-15;BELO HORIZONTE;MG;BELO HORIZONTE;MG;False
BRADESCO;**.*17.945/0001-**;MORGANA PACHECO MEDEIROS BORTOLATTO;Pequena;105042.02;84033,62;100000,0;2025-07-15;MORRO DA FUMACA;SC;MORRO DA FUMACA;SC;False
BRADESCO;**.*76.303/0001-**;AUTO POSTO DO RAFINHA LTDA;Pequena;152936.38;122349,1;150000,0;2025-07-15;MATOS COSTA;SC;MATOS COSTA;SC;False
BRADESCO;**.*65.337/0001-**;FREITAS PECAS E ACESSORIOS AUTOMOTIVOS LTDA;Pequena;51996.67;41597,34;50000,0;2025-07-15;GUARACIABA DO NORTE;CE;GUARACIABA DO NORTE;CE;False
BRADESCO;**.*53.608/0001-**;R.M.T. TRANSPORTES E TURISMO LTDA;Pequena;493697.48;394957,98;470000,0;2025-07-15;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*17.198/0001-**;A2R SISTEMAS HIDRAULICOS LTDA;Pequena;262605.04;210084,03;250000,0;2025-07-15;CAXIAS DO SUL;RS;CAXIAS DO SUL;RS;False
BRADESCO;**.*29.997/0001-**;CONFIANCA DCA SERVICOS DE CORRESPONDENTE LTDA;Pequena;83194.68;66555,74;80000,0;2025-07-15;MARABA;PA;MARABA;PA;False
BRADESCO;**.*25.985/0001-**;F O DA SILVA AUTOMOVEIS;Pequena;103993.34;83194,67;100000,0;2025-07-15;PACAJUS;CE;PACAJUS;CE;False
BRADESCO;**.*92.258/0001-**;AUTO ESCOLA FERREIRA LTDA;Pequena;157563.03;126050,42;150000,0;2025-07-15;MACEIO;AL;MACEIO;AL;False
BRADESCO;**.*25.425/0001-**;FFAMA INDUSTRIA E COMERCIO DE ROUPAS LTDA;Pequena;155990.02;124792,02;150000,0;2025-07-15;SAO JOSE DOS CAMPOS;SP;SAO JOSE DOS CAMPOS;SP;False
BRADESCO;**.*21.600/0001-**;PANIFICADORA ARTE PAES LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-15;BARAO DE COCAIS;MG;BARAO DE COCAIS;MG;False
BRADESCO;**.*00.137/0001-**;TEC FRIO REFRIGERACAO E CLIMATIZACAO LTDA;Pequena;51953.45;41562,76;50000,0;2025-07-15;PIRAI DO SUL;PR;PIRAI DO SUL;PR;False
BRADESCO;**.*66.050/0001-**;GDF EMPREENDIMENTOS IMOBILIARIOS LTDA;Micro;415973.38;332778,7;400000,0;2025-07-15;SAO DOMINGOS DO PRATA;MG;SAO DOMINGOS DO PRATA;MG;True
BRADESCO;**.*01.498/0001-**;TRANSVALDE TRANSPORTES LTDA;Pequena;164744.65;131795,72;160000,0;2025-07-15;PALMEIRA;PR;PALMEIRA;PR;False
BRADESCO;**.*92.941/0001-**;F A V DE OLIVEIRA;Pequena;102965.4;82372,32;100000,0;2025-07-15;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*49.286/0001-**;B H CRUZ LTDA;Pequena;207986.69;166389,35;200000,0;2025-07-15;CAMPO MOURAO;PR;CAMPO MOURAO;PR;False
BRADESCO;**.*69.087/0001-**;R P DE FIGUEIREDO;Pequena;339785.83;271828,66;330000,0;2025-07-15;PORTO FRANCO;MA;PORTO FRANCO;MA;False
BRADESCO;**.*92.750/0001-**;AUTO PECAS O BRAZ LTDA;Pequena;137271.21;109816,97;132000,0;2025-07-15;TAUA;CE;TAUA;CE;False
BRADESCO;**.*40.819/0001-**;LOC-MAQ - LOCACAO E VENDAS DE MATERIAIS E EQUIPAMENTOS PARA CONSTRUCAO;Pequena;155990.02;124792,02;150000,0;2025-07-15;SAO PEDRO;SP;SAO PEDRO;SP;False
BRADESCO;**.*57.537/0001-**;NET 7 TELECOM EIRELI;Pequena;244384.36;195507,49;235000,0;2025-07-15;PEDRO CANARIO;ES;PEDRO CANARIO;ES;False
BRADESCO;**.*31.470/0001-**;LEANDRO FRANCISCO BOZA;Pequena;73529.41;58823,53;70000,0;2025-07-15;GRAVATAI;RS;GRAVATAI;RS;False
BRADESCO;**.*90.103/0001-**;AIJ - ASSESSORIA E SERVICOS CONTABEIS LTDA;Pequena;93594.01;74875,21;90000,0;2025-07-15;NOVA VICOSA;BA;NOVA VICOSA;BA;False
BRADESCO;**.*94.074/0001-**;J O DA SILVA CONSTRUCOES;Pequena;420098.85;336079,08;408000,0;2025-07-15;PORTO FRANCO;MA;PORTO FRANCO;MA;False
